LOCATION: Energinet Lot1_SWLB
SYSTEM SERIAL: WS170
TIMESTAMP (ISO-8601) UTC;irLatitude deg;irLongitude deg;spLatitude deg;spLongitude deg
2021-12-16T22:50:00Z;  56.62775040;   6.30183935;  56.62774563;   6.30183399
2021-12-16T23:00:00Z;  56.62773132;   6.30184472;  56.62772656;   6.30185545
2021-12-16T23:10:00Z;  56.62769795;   6.30185545;  56.62769795;   6.30186617
2021-12-16T23:20:00Z;  56.62768364;   6.30183399;  56.62768364;   6.30183399
2021-12-16T23:30:00Z;  56.62768841;   6.30180180;  56.62769795;   6.30184472
2021-12-16T23:40:00Z;  56.62770271;   6.30187690;  56.62770748;   6.30185545
2021-12-16T23:50:00Z;  56.62772656;   6.30183935;  56.62773609;   6.30187154
2021-12-17T00:00:00Z;  56.62778377;   6.30185545;  56.62777424;   6.30186617
2021-12-17T00:10:00Z;  56.62776947;   6.30186617;  56.62776470;   6.30187154
2021-12-17T00:20:00Z;  56.62773132;   6.30185008;  56.62772656;   6.30186617
2021-12-17T00:30:00Z;  56.62780285;   6.30187154;  56.62779808;   6.30188763
2021-12-17T00:40:00Z;  56.62782192;   6.30191445;  56.62781715;   6.30193591
2021-12-17T00:50:00Z;  56.62776947;   6.30189300;  56.62776947;   6.30188227
2021-12-17T01:00:00Z;  56.62774563;   6.30183935;  56.62773609;   6.30185545
2021-12-17T01:10:00Z;  56.62772656;   6.30180180;  56.62771225;   6.30181789
2021-12-17T01:20:00Z;  56.62775993;   6.30188227;  56.62775040;   6.30189300
2021-12-17T01:30:00Z;  56.62776947;   6.30188763;  56.62777424;   6.30187154
2021-12-17T01:40:00Z;  56.62782192;   6.30188763;  56.62781715;   6.30191982
2021-12-17T01:50:00Z;  56.62791729;   6.30190909;  56.62791729;   6.30194664
2021-12-17T02:00:00Z;  56.62803173;   6.30193055;  56.62803173;   6.30193055
2021-12-17T02:10:00Z;  56.62809372;   6.30191445;  56.62810803;   6.30191982
2021-12-17T02:20:00Z;  56.62813663;   6.30189836;  56.62814140;   6.30190909
2021-12-17T02:30:00Z;  56.62818432;   6.30187690;  56.62818909;   6.30186617
2021-12-17T02:40:00Z;  56.62824631;   6.30181253;  56.62824631;   6.30183399
2021-12-17T02:50:00Z;  56.62835121;   6.30172670;  56.62834644;   6.30172133
2021-12-17T03:00:00Z;  56.62839413;   6.30166769;  56.62839413;   6.30167306
2021-12-17T03:10:00Z;  56.62839413;   6.30161405;  56.62839413;   6.30161405
2021-12-17T03:20:00Z;  56.62838936;   6.30165160;  56.62839413;   6.30163014
2021-12-17T03:30:00Z;  56.62840843;   6.30161405;  56.62840843;   6.30160868
2021-12-17T03:40:00Z;  56.62837505;   6.30166769;  56.62837505;   6.30167306
2021-12-17T03:50:00Z;  56.62838459;   6.30163550;  56.62839413;   6.30162477
2021-12-17T04:00:00Z;  56.62835598;   6.30168915;  56.62836075;   6.30171061
2021-12-17T04:10:00Z;  56.62833691;   6.30171597;  56.62833691;   6.30173206
2021-12-17T04:20:00Z;  56.62826061;   6.30181789;  56.62827492;   6.30181253
2021-12-17T04:30:00Z;  56.62819385;   6.30188763;  56.62818909;   6.30190909
2021-12-17T04:40:00Z;  56.62818432;   6.30186617;  56.62819862;   6.30188227
2021-12-17T04:50:00Z;  56.62808895;   6.30192518;  56.62808895;   6.30191445
2021-12-17T05:00:00Z;  56.62801266;   6.30190909;  56.62800789;   6.30193055
2021-12-17T05:10:00Z;  56.62800312;   6.30193591;  56.62801743;   6.30194664
2021-12-17T05:20:00Z;  56.62799358;   6.30191445;  56.62797451;   6.30194664
2021-12-17T05:30:00Z;  56.62796021;   6.30196273;  56.62795067;   6.30198419
2021-12-17T05:40:00Z;  56.62791729;   6.30197346;  56.62792206;   6.30195200
2021-12-17T05:50:00Z;  56.62789822;   6.30195737;  56.62789822;   6.30193591
2021-12-17T06:00:00Z;  56.62792206;   6.30193591;  56.62790775;   6.30196273
2021-12-17T06:10:00Z;  56.62789345;   6.30191982;  56.62788391;   6.30194664
2021-12-17T06:20:00Z;  56.62784100;   6.30194664;  56.62783146;   6.30193591
2021-12-17T06:30:00Z;  56.62786007;   6.30194664;  56.62786007;   6.30193591
2021-12-17T06:40:00Z;  56.62782669;   6.30194664;  56.62781239;   6.30195737
2021-12-17T06:50:00Z;  56.62781715;   6.30194128;  56.62782192;   6.30193055
2021-12-17T07:00:00Z;  56.62776470;   6.30190372;  56.62775517;   6.30191445
2021-12-17T07:10:00Z;  56.62777901;   6.30191445;  56.62776470;   6.30191982
2021-12-17T07:20:00Z;  56.62771702;   6.30187154;  56.62771702;   6.30188227
2021-12-17T07:30:00Z;  56.62767410;   6.30181789;  56.62766933;   6.30186617
2021-12-17T07:40:00Z;  56.62760735;   6.30176961;  56.62760258;   6.30177498
2021-12-17T07:50:00Z;  56.62759304;   6.30172670;  56.62755966;   6.30176425
2021-12-17T08:00:00Z;  56.62754059;   6.30166233;  56.62751675;   6.30169988
2021-12-17T08:10:00Z;  56.62754536;   6.30169451;  56.62753582;   6.30169988
2021-12-17T08:20:00Z;  56.62751675;   6.30165160;  56.62750721;   6.30164087
2021-12-17T08:30:00Z;  56.62752628;   6.30161941;  56.62750244;   6.30163550
2021-12-17T08:40:00Z;  56.62751198;   6.30163014;  56.62749767;   6.30163014
2021-12-17T08:50:00Z;  56.62751675;   6.30161405;  56.62751198;   6.30160332
2021-12-17T09:00:00Z;  56.62749290;   6.30161941;  56.62749767;   6.30160868
2021-12-17T09:10:00Z;  56.62750244;   6.30164623;  56.62748337;   6.30163014
2021-12-17T09:20:00Z;  56.62744999;   6.30157649;  56.62745476;   6.30154431
2021-12-17T09:30:00Z;  56.62742615;   6.30151749;  56.62742138;   6.30150676
2021-12-17T09:40:00Z;  56.62738323;   6.30143702;  56.62739754;   6.30142629
2021-12-17T09:50:00Z;  56.62737846;   6.30137265;  56.62738323;   6.30136728
2021-12-17T10:00:00Z;  56.62735462;   6.30134046;  56.62736416;   6.30130827
2021-12-17T10:10:00Z;  56.62734509;   6.30132437;  56.62735462;   6.30129218
2021-12-17T10:20:00Z;  56.62734032;   6.30131364;  56.62734509;   6.30128682
2021-12-17T10:30:00Z;  56.62734985;   6.30129218;  56.62736416;   6.30130291
2021-12-17T10:40:00Z;  56.62735462;   6.30123317;  56.62735462;   6.30124390
2021-12-17T10:50:00Z;  56.62738323;   6.30129218;  56.62739277;   6.30129218
2021-12-17T11:00:00Z;  56.62738800;   6.30131900;  56.62738323;   6.30130291
2021-12-17T11:10:00Z;  56.62740231;   6.30135655;  56.62741184;   6.30136728
2021-12-17T11:20:00Z;  56.62743092;   6.30143702;  56.62744045;   6.30142093
2021-12-17T11:30:00Z;  56.62745953;   6.30146384;  56.62747383;   6.30146384
2021-12-17T11:40:00Z;  56.62745476;   6.30147457;  56.62745953;   6.30146921
2021-12-17T11:50:00Z;  56.62745953;   6.30145848;  56.62744999;   6.30146921
2021-12-17T12:00:00Z;  56.62745476;   6.30146921;  56.62744999;   6.30146384
2021-12-17T12:10:00Z;  56.62745476;   6.30141556;  56.62744045;   6.30144238
2021-12-17T12:20:00Z;  56.62741184;   6.30138874;  56.62741184;   6.30139947
2021-12-17T12:30:00Z;  56.62743568;   6.30137265;  56.62743092;   6.30136192
2021-12-17T12:40:00Z;  56.62743568;   6.30144775;  56.62744045;   6.30142629
2021-12-17T12:50:00Z;  56.62740231;   6.30136192;  56.62738323;   6.30135119
2021-12-17T13:00:00Z;  56.62741184;   6.30136192;  56.62739277;   6.30139947
2021-12-17T13:10:00Z;  56.62745953;   6.30147457;  56.62745476;   6.30145311
2021-12-17T13:20:00Z;  56.62744522;   6.30142629;  56.62744522;   6.30142629
2021-12-17T13:30:00Z;  56.62744045;   6.30143702;  56.62743092;   6.30142629
2021-12-17T13:40:00Z;  56.62747383;   6.30149066;  56.62745953;   6.30149066
2021-12-17T13:50:00Z;  56.62749290;   6.30154431;  56.62748814;   6.30157649
2021-12-17T14:00:00Z;  56.62749767;   6.30159795;  56.62751675;   6.30159795
2021-12-17T14:10:00Z;  56.62752151;   6.30164087;  56.62752628;   6.30163014
2021-12-17T14:20:00Z;  56.62759304;   6.30170524;  56.62759304;   6.30171597
2021-12-17T14:30:00Z;  56.62761688;   6.30178571;  56.62760258;   6.30180180
